Item #,Latitude,Longitude,Zip_Code,State Abbrv. ,State,Year,TimeStamp,Event (short name),Event Description,Event Class,Gender of Victim(s),Source,Permanent URL
1092,38.667551,-90.501753,63141,MO,Missouri,2018,2018-01-25T00:00:00,Political Speech,"Anti-Islam social media posts byæJeanieæAmes, a candidate for school board in the Parkway School District just outside St. Louis, Missouri, come to light.æAmong the posts is a call to ban Islam in the United States.",public speech (political figures),male and female,http://www.stltoday.com/news/local/education/parkway-school-board-candidate-s-politically-conservative-tweets-alarm-some/article_7c60d3ba-58ab-567b-b433-6ae95e703f34.html?utm_content=buffercd599&utm_medium=social&utm_source=facebook.com&utm_campaign=LEEDCC,
1093,40.746472,-74.390139,7928,NJ,New Jersey,2018,2018-01-26T00:00:00,Education Discrimination,"Libby Hilsenrath, a resident ofæChatham, New Jersey, filesæa complain and request for trial in federal court, alleging that the Chathman School Districtærequired her son, who is a seventh-grader at Chatham Middle School, toæaccept lessons and homework assignments advocating conversion to Islam. The material in question was part of a unit inæWorld Cultures and Geography. The complaint was co-signed by theæThomas More Law Center, which has connections to anti-Muslim and anti-Islam activism and whose mission is to defend the Judeo-Christian heritage and moral values of the United States. The complaint alleges that the unit violates students'æreligious freedom.",public campaigns (targeting community),male and female,https://www.dailyrecord.com/story/news/2018/01/26/mom-suing-chatham-schools-promoting-islam-middle-school/1068492001/,
1094,36.265621,-86.73363,37115,TN,Tennessee,2011,2011-11-10T00:00:00,Hate Speech,"Former FBI agent John Guandolo speaks at the 'Constituion or Sharia' conference in Madison, Tennesse. He declared that all mosques are a front for the Muslim Brotherhood andæthat First Amendment rights do not belong to their members. He also stated that the Muslim Brotherhood controlled U.S. national security.æ",public campaigns (targeting community),male and female,"Smietana, Bob. 2011. ""Anger, Fear, Determination Permeate Anti-Shariah Conference at Madison Church."" The Tennessean, Nov 12. https://search.proquest.com/docview/903490689?accountid=7379",
1095,38.866777,-77.01674,20319,DC,District of Columbia,2012,2012-08-29T00:00:00,Education Discrimination,"Army Lt. Col. Matthew Dooley isæremoved as an instructor at the National Denfense University at Fort Lesley J. McNair in Washington, D.C. He was removed after his course on the dangers of radical Islam wasæfound to be inflammatory andæagainst theævalues of the institution. ",public campaigns (targeting community),male and female,https://www.washingtontimes.com/news/2012/oct/14/colonels-class-on-radical-islam-leaves-career-in-l/,
1096,30.438059,-84.28425,32301,FL,Florida,2012,2012-02-28T00:00:00,Legislative Discrimination,"The Florida Senate Criminal and Civil Justice Subcommittee approves legislation that would ban any court or legal authority from using any sort of religious or foreign law as part of a legal decision or contract. 50 people, primarily from Muslim and Jewish advocacy groups, appeared at the meeting to oppose the legislation but were not allowed to testify. Thisælegislation is similar to other legislation across the country that seeks to ban shari'a law from courts. ",legislation (targeting community),male and female,http://articles.sun-sentinel.com/2012-02-28/news/fl-senate-debates-sharia-law-20120228_1_senate-bill-senate-panel-senate-criminal,
1097,40.6874,-75.22277,18042,PA,Pennsylvania,2012,2012-12-16T00:00:00,Employment Discrimination,"A religious discrimination lawsuit filed on behalf of Omayma Arafa against the Diocese of Allentown is settled out of court in Easton, Pennsylvania. Arafa filed the lawsuit after her position at the church was terminated, and alleged lonstanding patterns of workplace religious discrimination.",bias-related incident (targeting individual or specific group),female,http://articles.mcall.com/2012-01-03/news/mc-allentown-diocese-muslim-woman-sues-20120103_1_religious-discrimination-diocese-easton-church,
1098,36.04584,-95.92569,74137,OK,Oklahoma,2012,2012-11-08T00:00:00,Harassment,"A woman alleges that she was discriminated against at the Valley National Bank branch in Tulsa, Oklahoma, for wearing a hijab. This was the second reported instance of religious discrimination inside the branch. A bank representative worked with a representative from the Islamic Society of Tulsa to establish a protocol that allowed religious expression and safety concerns of the bank, which does not allow one to wear hats and sunglasses inside the bank, to work together.",bias-related incident (targeting individual or specific group),female,http://www.tulsaworld.com/news/religion/bankers-muslim-rights-group-discussing-issue-of-head-coverings/article_4497ed00-7772-508c-bbac-6ee3610f14e6.html,
1099,38.890592,-77.004418,20543,DC,District of Columbia,2011,2011-10-03T00:00:00,Detention Discrimination,"The U.S. Supreme Court in Washington, D.C. denies an appealæfrom Orange County, California, after the 9th U.S. Circuit Court of Appeals ruled thatæSouhair Khatib could sue after being forced to take off her hijab in a pre-trial detention facility.æKhatib sued on the grounds that she should be allowed to wear her hijab while detained.æ",bias-related incident (targeting individual or specific group),female,https://www.ocregister.com/2011/10/03/supreme-court-will-let-muslim-woman-sue-oc-deputies/,
1100,38.668168,-90.389432,63132,MO,Missouri,2012,2012-01-24T00:00:00,Detention Discrimination,"The St. Louis County jailæin Clayton, Missouri, changes its search policies to allow Muslim women to wear their hijabs while being processed. The change was prompted by the experiences ofæBasra Noor who's hijab was forceably removed when she was arrested.æ",bias-related incident (targeting individual or specific group),female,http://www.stltoday.com/news/local/crime-and-courts/st-louis-county-jail-changes-policies-to-address-muslim-concerns/article_86bc593e-8d87-11e1-a02d-001a4bcf6878.html,
1101,33.807905,-117.924465,92802,CA,California,2012,2012-08-14T00:00:00,Employment Discrimination,"Imane Boudla files a lawsuit against the Walt Disney Company for anti-Muslim harassment in the workplace, and for wrongful termination over refusing to remove her hijab at work at a Disney operated cafe in Anaheim, California.æ",bias-related incident (targeting individual or specific group),female,http://articles.latimes.com/2012/aug/13/local/la-me-disney-suit-20120814,
1102,40.748422,-73.976194,10016,NY,New York,2010,2010-12-14T00:00:00,Attempted Homicide,"Michael Enright violently assaults a cab driver in New York City, New York, and is charged with second degree attempted murder as a hate crime.æ",crimes against people,male,http://www.nytimes.com/2010/08/26/nyregion/26cabby.html,
1103,40.754088,-73.980156,10017,NY,New York,2012,2012-05-29T00:00:00,Employment Discrimination,"Sikh and Muslim workers for the Metropolitan Transit Authority in New York settled a seven-year federal lawsuit that challenged a policy that required the workers to keep their religous headæcoverings out of the public eye. As a result of the settlement, workers were free to wear religious head coverings without fear of reprimand or discipline. ",bias-related incident (targeting individual or specific group),male and female,http://amsterdamnews.com/news/2012/may/30/sikh-muslim-transit-workers-settle-federal-lawsuit/,
1104,28.400307,-81.383759,32824,FL,Florida,2012,2012-03-06T00:00:00,Employment Discrimination,"A group of taxi drivers file a complaint of discrimination against Star Taxi in Orlando, Florida. The drivers allege thatæthey were told not to speak Arabic to each other, and that they were warned not to pray while on shift, even while on a break.æ",bias-related incident (targeting individual or specific group),male,http://www.theledger.com/article/LK/20120313/news/608114461/LL/,
1105,42.312262,-83.220048,48126,MI,Michigan,2012,2012-04-29T00:00:00,Public Campaign,"Pamela Geller, a known anti-Islam activist, hosts an anti-Islam conference in Dearborn, Michigan. ",public campaigns (targeting community),male and female,http://www.mlive.com/news/detroit/index.ssf/2012/04/rejecting_islamophobia_town_ha.html,
1106,35.491199,-97.50477,73105,OK,Oklahoma,2012,2012-01-10T00:00:00,Legislative Discrimination,"An appeals court in Oklahoma City, Oklahoma, upholds an injunction against a measure that would banæthe use of shari'a law in state courts. This measureæis similar to other proposed bans across that country that targetæshari'a law. ",legislation (targeting community),male and female,http://newsok.com/article/3639233,
1107,41.884004,-87.630676,60602,IL,Illinois,2011,2011-05-31T00:00:00,Employment Discrimination,"Fozyia Huri, a Muslimæchild care attendant, sues the Cook County Circuit Courtæfor a hostile work environment in Chicago, Illinois. She reports thatæher supervisor at the courthouse bullied her because she was not Christian and explicitly told another worker not to work with Huri because she was ""evil."" ",bias-related incident (targeting individual or specific group),female,http://articles.chicagotribune.com/2011-06-22/news/ct-met-cook-county-court-sued-20110622_1_anti-muslim-islam-and-muslims-kamran-memon,
1108,34.143551,-118.164876,91105,CA,California,2012,2012-05-04T00:00:00,Harassment,"Fifteen Muslim U.S Citizens, including two veterans, sue the federal government for being placed on the ""no-fly"" list without due process, an explanation, or a way to get off of the list.æThe ACLU represented the group to the 9th U.S. Appeals Court in Pasadena, California,æand claimed that the fifteen citizens had their constitutional rights violated as the FBI needs to prove ñarticulable intelligenceî in order to place a person on the no-fly list.æ",bias-related incident (targeting individual or specific group),male and female,http://www.nydailynews.com/news/national/muslim-americans-u-s-government-no-fly-lawsuit-article-1.1076897,
1109,42.216172,-83.357572,48174,MI,Michigan,2012,2012-04-12T00:00:00,Airport Discrimination,"Four men file a lawsuit that would bar government from questioning Muslims about their faith after being detained byæU.S. Customs and Border Protection in Detroit, Michigan, when returning to the U.S from Canada. The men allege that they wereæheld at gunpoint, handcuffed, and repeatedly harassed about their religion.",bias-related incident (targeting individual or specific group),male,https://www.twincities.com/2012/04/13/lawsuit-us-agents-harassing-muslims-at-border/,
1110,38.880624,-77.046907,20004,DC,District of Columbia,2012,2012-07-13T00:00:00,National Political Speech,"Rep. _Michele Bachmann (R-Minn.) writes a letter toæthe State DepartmentÍs inspector generalÍs officeæthat accuses the Obama Administration of ties to the Muslim Brotherhood. In the letter Bachmann specifically attacked Huma Abedin, a longtime aide to Secretary of State Hillary Rodham Clinton.",public speech (political figures),female,https://www.washingtonpost.com/opinions/michele-bachmanns-baseless-attack-on-huma-abedin/2012/07/19/gJQAFhkiwW_story.html?utm_term=.9ae2e88afc71,
1111,33.684434,-117.868634,92626,CA,California,2010,2010-01-01T00:00:00,Harassment,"An official from the Islamic Educational Center of Orange County in Costa Mesa, California, reports that a burned copy of the Qur'an was found at the back entrance of the mosque during Friday prayers. Mosque officials reported another burned Qur'an that was left in the same spot one month ago, and the center was vandalized within the previous three weeks.",crimes against property,male and female,https://www.ocregister.com/2010/01/15/police-consider-torched-quran-a-hate-crime/,
1112,40.84162,-74.055005,,NY,New York,2010,2010-08-26T00:00:00,Harassment,"While drunk, Omar Rivera disrupts prayer services at the Al-Iman Mosque in Long Island City, New York, while shouting anti-Muslim slurs and urinating on prayer rugs. Rivera was detained by police and charged with criminal trespassing.",crimes against property,male and female,http://www.nbcnews.com/id/38863919/ns/us_news-life/t/drunk-shouts-terrorists-urinates-mosque-rugs/#.WpxS9pM-f-Y,
1113,38.44058,-78.850359,22802,VA,Virginia,2012,2012-09-14T00:00:00,Vandalism,"Worshippers arrive at the Islamic Center of Harrisonburg, Virginia, and discover graffiti scrawled on the building. This included obscene and racial insults against ""Irakis"" and a warning: ""This is America,"" followed by another slur.",crimes against property,male and female,"Constable, Pamela and Tara Bahrampour. 2012. ""After Mosque Vandalism, Muslim Leaders Seek Calm."" The Washington Post, Sep 16.",
1114,41.946829,-91.642257,52404,IA,Iowa,2010,2010-05-23T00:00:00,Violent Incident,"An Iraqi refugee and his motheræare physically and verbally assaulted during a community baseball game in Cedar Rapids, Iowa.æThe male victim suffered from a broken jaw and was called a ""terrorist"" and ""raghead"" by the opposing team.æPolice had a warrant for the attackers arrest on charges of assault but the suspect was never charged. ",bias-related incident (targeting individual or specific group),male and female,http://www.thegazette.com/2010/06/28/iraqi-teen-muslim-group-say-assault-was-racially-motivated,
1115,42.336937,-83.052785,48226,MI,Michigan,2009,2009-08-26T00:00:00,Detention Discrimination,"Raneen Albaghdady sues Wayne County and Judge William Callahan inæDetroit, Michigan, for forcing her to take off her hijab during a court appearance. The lawsuit sought to make it unconstitutional to make a Muslim woman remove her hijab while in court.æ",bias-related incident (targeting individual or specific group),female,"Warikoo, Niraj. 2009. Muslim woman sues judge in headscarf incident. McClatchy - Tribune News Service, Aug 26, 2009. ",
1116,44.987182,-93.258027,55414,MN,Minnesota,2009,2009-12-08T00:00:00,Harassment,"An unknown suspect tapes posters with anti-Muslim messages on utility poles outside of a store that primarily serves Somalis in Minneapolis, Minnesota.æImages on the posters included swastikas and photos that were demeaning towards Muslims.",bias-related incident (targeting individual or specific group),male and female,https://www.mprnews.org/story/2009/12/10/anti-muslim-cartoons,
1117,34.255302,-88.745416,38801,MS,Mississippi,2009,2009-11-29T00:00:00,Public Campaign,"Following the Fort Hood shooting, Bryan Fischer, the leader ofæthe American Family Association in Tulepo, Mississippi, releases a statement stating that Muslims should not be allowed to serve in the military.æHe described that unless there is a way to separate moderates from jihadis, it was too risky to allow them to serve in the U.S. military.",bias-related incident (targeting individual or specific group),male and female,"SUSAN, TAYLOR MARTIN. 2009. HISTORY OF SERVICE FOR MUSLIMS IN MILITARY. St.Petersburg Times, Nov 12, 2009.æ",
1118,44.96301,-93.240233,55404,MN,Minnesota,2018,2018-01-30T00:00:00,Political Speech,Two Republican Minnesota state legislators and a local Republican Party official claimed on social media that Muslims were seeking to infiltrate the party's early February caucuses in order to take over the party. The state Republican Party distanced itself from the comments. ,public speech (political figures),male and female,http://www.startribune.com/local-gop-official-warns-of-muslims-infiltrating-precinct-caucuses/471764094/,
1119,45.020418,-93.48007,55447,MN,Minnesota,2018,2018-02-01T00:00:00,Political Speech,"When asked whether he agrees with fellow-Republican state officials that Muslims are actively seeking to infiltrate the Minnesota Republican Party, Jeff Johnson, Hennepin County Commissioner, says that they are raising an important issue. There are, he added, people who are trying to change what America is.",public speech (political figures),male and female,http://www.startribune.com/jeff-johnson-clarifies-comments-on-muslims/472085643/,
1120,27.919113,-82.451177,33606,FL,Florida,2016,2016-11-03T00:00:00,Violent Threat,"David Howard of Davis Islands, Florida, confronts a real estate agent and the Asgar family, who had purchased the house next door to him, saying that they were not welcome in the neighborhood and that he would destroy the house. ",bias-related incident (targeting individual or specific group),male and female,"Ryan, Patty. 2018. ""Man Who Hurt Home Sale Faces 10 Years."" Tampa Bay Times, Feb 10.",
1121,45.115102,-93.124282,55126,MN,Minnesota,2018,2018-02-06T00:00:00,Political Speech,"David Sina, chair of the Fourth Congressional District Republicans in the Saint Paul, Minnesota, area, urges state Republicans to introduce a resolution at precinct caucus meetings that would require attendees to take an anti-shari'a oath. Sina had earlier claimed that Muslims were seeking to infiltrate caucus meetings to implement an anti-American agenda.",public speech (political figures),male and female,http://www.startribune.com/republicans-mull-resolutions-critics-call-anti-muslim/473016743/,
1122,38.93906,-77.084521,20016,DC,District of Columbia,2018,2018-01-22T00:00:00,National Political Speech,The Department of Homeland Security releases a draft report urging that in the name of national security the government should conduct long-term surveillance of Muslim immigrants. President Trump praises the report.,public campaigns (targeting community),male and female,https://www.washingtonpost.com/news/acts-of-faith/wp/2018/02/06/certain-muslim-immigrants-should-be-under-long-term-surveillance-a-dhs-draft-report-urges/?utm_term=.32b74bdf4009,
1123,44.022389,-92.462426,55904,MN,Minnesota,2018,2018-02-11T00:00:00,Violent Threat,"Regina Mustafa, a candidate for mayor in Rochester, Minnesota, receives a threat via social media that calls for the execution of all Muslims in the United States.",bias-related incident (targeting individual or specific group),female,http://www.startribune.com/rochester-mayoral-candidate-victim-of-crude-anti-muslim-comment/473866553/,
1124,47.607194,-122.317062,98122,WA,Washington,2009,2009-07-01T00:00:00,Violent Threat,"Eric Lee Gardener draws a knife on a Muslim woman and her child, and threatens to cut their genitals and while yelling anti-Muslim phrases at them in Seattle, Washington.æThey were standing in line at the Seattle Indian Health Board.æGardener was arrested, and the police charged him with assault and a hate crime.æ",crimes against people,female,https://www.seattlepi.com/local/article/Hate-crime-charges-filed-in-alleged-attack-on-1304963.php,
1125,44.939929,-92.373018,54002,WI,Wisconsin,2009,2009-07-04T00:00:00,Harassment,"A fireworks store in Baldwin, Wisconsin, sells fireworks with packaging that contains an image of Uncle Sam pulling the beard of a Muslim man and states ""Run Hadji Run."" The store quickly took the item off their shelves, although the product's website still contained the packaging.",bias-related incident (targeting individual or specific group),male and female,http://www.citypages.com/news/run-hadji-run-fireworks-at-wis-store-not-so-patriotic-after-all-6571030,
1126,37.30761,-89.535562,63701,MO,Missouri,2009,2009-05-31T00:00:00,Vandalism,"Nicholas Proffit throws rocks through multiple windows of the Islamic Centeræin CapeæGirardeau, Missouri.æHe was charged with property damage that was motivated by discrimination and was sentenced to three years in prison.æ",crimes against property,male and female,http://www.semissourian.com/story/1569159.html,
1127,41.705292,-87.810487,60455,IL,Illinois,2009,2009-11-18T00:00:00,Violent Incident,"Valerie Kenney is charged with a hate crime after pulling the head scarf of a Muslim woman in Tinley Park, Illinois. Kenneyæapproached the victim while she was standing in line to check out. ",crimes against people,female,"Janssen, Kim, and Joel Hood. 2009. Hate crime charged in scarf-pulling incident. Chicago Tribune, Nov 19, 2009.",
1128,37.676912,-121.876321,94566,CA,California,2009,2009-08-27T00:00:00,Violent Incident,"Jacob Billingsley andæMichael Goldsteinæattack their cab driver, Jaswinder Bangar, and call him a ""terrorist"" andæ""Taliban"" in Pleasanton, California.æBillingsley and Goldstein were arrested later that day, and Bangar said they began yelling at him after he refused to allow them to pay with credit card.æThey broke his phone when he tried to call for help and punched him before running from the car. ",crimes against people,male,https://www.eastbaytimes.com/2009/09/08/arraignment-put-off-for-two-men-accused-in-assault-on-pleasanton-cabdriver/,
1129,37.762071,-122.459959,94122,CA,California,2018,2018-02-09T00:00:00,Education Discrimination,"Shazia Malik files a federal lawsuit against the University of California San Francisco, alleging that she faced retaliation after filing complaints of religious discrimination and sexual harassment through the university. Internal investigations validated her initial complaints.",bias-related incident (targeting individual or specific group),female,http://www.dailycal.org/2018/02/09/ucsf-nurse-files-suit-alleging-retaliation-reporting-workplace-harassment-discrimination/,
1130,43.61727,-116.199301,83702,ID,Idaho,2018,2018-02-15T00:00:00,Legislative Discrimination,"The Idaho House State Affairs Committee votes 12-2 sendæHouse Bill 419 to the full House for consideration. The bill seeks to ban the application of foreign law from judicial proceedings in Idaho. As in other similar efforts across the country, the bill does not mention shari'a specifically, but debate about the bill centers almost entirely on Islamic law.",legislation (targeting community),male and female,http://www.idahostatesman.com/news/politics-government/state-politics/article200417034.html,
1131,33.021039,-96.698748,75074,TX,Texas,2018,2018-02-18T00:00:00,Political Speech,"The City Council of Plano, Texas, votes to censure council member Tom Harrison after he posts a video on social media that advocates banning Islam in American schools.",public speech (political figures),male and female,https://www.chron.com/news/houston-texas/texas/article/Plano-councilman-draws-fire-for-anti-Muslim-12625032.php,
1132,43.618283,-116.200075,83702,ID,Idaho,2018,2018-02-20T00:00:00,Legislative Discrimination,"The Idaho State House votes overwhelmingly to approve House Bill 419, whichæseeks to ban the application of foreign law from judicial proceedings in Idaho. As in other similar efforts across the country, the bill does not mention shari'a specifically, but debate about the bill centers almost entirely on Islamic law. ",legislation (targeting community),male and female,http://www.spokesman.com/stories/2018/feb/20/idaho-house-backs-north-idaho-reps-anti-sharia-law/,
1133,36.855049,-76.290416,23510,VA,Virginia,2009,2009-11-09T00:00:00,Hate Speech,"Reverend Pat Robinson makes anti-Muslim comments on his radio show in Norfolk, Virginia,æin response to the Fort Hood shooting. He states that Islam is not a real religion andælabels it as a ""violent political system.""",public speech (political figures),male and female,http://www.washingtonpost.com/wp-dyn/content/article/2009/11/14/AR2009111402345.html,
1134,30.2916282,-81.6829639,32205,FL,Florida,2010,2010-05-08T00:00:00,Violent Threat,"A Muslim teacher recieves an unidentified white powder through a letter in the mail in Jacksonville, Florida. The powder, firstæbelieved to be Anthrax, was found to be harmless. æ",bias-related incident (targeting individual or specific group),male,http://www.jacksonville.com/news/crime/2010-06-08/story/muslim-group-wants-hate-crimes-investigation-jacksonville-after,
1135,36.991066,-120.0768929,93638,CA,California,2010,2010-08-24T00:00:00,Vandalism,"The Mahdera Islamic Center in Fresno, California,æexperiences a sequence ofæattacks including anti-Islam signage and a window smashed with a brick.  A week before, a sign was left that read, ""No temple for the god of terrorism"". ",crimes against property,male and female,http://articles.latimes.com/2010/sep/04/local/la-me-0905-madera-mosque-20100830,
1136,30.438111,-84.28578,32301,FL,Florida,2012,2012-11-07T00:00:00,Harassment,"Sadique M. Jaffer files his second lawsuit against the Department of Homeland Security in Orlando, Florida, alleging years of being detained without explanation by authorities at airports and border crossings.æJaffer alleges that he drew the attention of the FBI when he filed a slander and libel lawsuit against members of a local Shia Muslim community board in 2007, which led to him being placed on a watch list.",bias-related incident (targeting individual or specific group),male,http://articles.orlandosentinel.com/2012-12-22/news/os-muslim-sues-dhs-watch-list-20121222_1_detentions-lawsuit-homeland-security,
1137,38.627523,-90.199475,63103,MO,Missouri,2012,2012-12-06T00:00:00,Employment Discrimination,"Raja Awais Naeem sues the city of St. Louis, Missouri, the Metropolitan Taxicab Commission, and a private security company alleging that he was harassed and arrested for continuing to wear religious garb.æHis religious clothing allegedly conflicted with the required uniform of the taxicab company, which resulted in harassment and unwarranted termination.æ",bias-related incident (targeting individual or specific group),male,http://www.stltoday.com/news/local/crime-and-courts/muslim-cabbie-sues-st-louis-taxicab-commission-over-clothing-rules/article_5e88f07f-7c5e-5a89-85b6-fb4f67bb451d.html,
1138,27.951208,-82.459234,33602,FL,Florida,2012,2012-07-10T00:00:00,Employment Discrimination,"An employee of UPS in Orlando, Florida, files a federal complaint alleging that he was called derogatory names and denied promotions at UPS because of his faith, and that he was subjected to a hostile work environment which promoted harassment and discriminatory behavior. ",bias-related incident (targeting individual or specific group),male,http://articles.orlandosentinel.com/2012-07-10/news/os-muslim-ups-employee-alleges-bias-20120710_1_anti-arab-bias-orlando-ups-federal-complaint-today,
1139,37.0940302,-121.617797,95046,CA,California,2012,2012-08-02T00:00:00,Anti-Mosque Campaign,"A proposed new mosque and cemetery inæSan Martin, California, is approved by the Santa Clara County Planning Commissionæbut receives pushback from the local community. The conflict surrounding the proposed project is driven by both environmental concerns, and explicit anti-Islam sentiments demonstrated at public hearings.æA local conservative group organized in opposition to the construction.",public campaigns (targeting community),male and female,https://www.mercurynews.com/2012/08/20/plan-for-building-a-mosque-in-conservative-san-martin-divides-community/,
1140,45.578082,-122.572079,97220,OR,Oregon,2012,2012-01-17T00:00:00,Airport Discrimination,"Jamal Tarhuni, a U.S citizen and 30 year resident of Oregon, is detained and interrogated before he can board his flight home from Tunisia. Tarhuni was abroad working with MedicalæTeams International, and was kept from re-entering the United States by the Portland FBI office without explanation.",bias-related incident (targeting individual or specific group),male,http://www.oregonlive.com/tigard/index.ssf/2012/02/islamic_group_asks_for_federal.html,
1141,36.0416777,-114.9834842,89015,NV,Nevada,2009,2009-12-20T00:00:00,Harassment,"Seven Muslim men are questioned by police for praying in a public parking lot in Henderson, Nevada.æ",bias-related incident (targeting individual or specific group),male,http://latimesblogs.latimes.com/lanow/2010/03/7-muslim-men-detained-by-nevada-police-for-praying-in-parking-lot-civil-rights-group-claims.html,
1142,39.97611,-75.228447,19131,PA,Pennsylvania,2018,2018-02-16T00:00:00,Education Discrimination,"A referee blocks NasihahæThompson-King, a sixteen-year-old studentæat the Mastery Charter School in Philadelphia, Pennsylvania, from playing in a high school basketball game because she was wearing a headcovering. Atheletes wearing headcovering for religious reasons are supposed to furnish documentation to league officials attesting to the requirement.",bias-related incident (targeting individual or specific group),female,http://www.phillytrib.com/news/referee-prevents-student-from-playing-with-hijab/article_b939dc1a-de10-5278-a27d-08168f180993.html,
1143,36.1390719,-86.7651298,37203,TN,Tennessee,2010,2010-02-10T00:00:00,Vandalism,"Anti-Muslim vandalism is discovered at the Al-Farooq Mosque in Nashville, Tennessee. The words ""Muslim go home'' and several crosses were spray-painted in red on the exterior of the building, and a hate-speech filled note was left at the youth center.",crimes against property,male and female,http://www.timesnews.net/News/2010/02/11/Muslims-go-home-spray-painted-on-Nashville-mosque,
1144,29.654461,-95.546117,77031,TX,Texas,2009,2009-10-07T00:00:00,Vandalism,"An unidentified suspect writes derogatory statements about Islam on the walls ofæthe Turkish Center Mosque in Houston, Texas.æ",crimes against property,male and female,https://www.chron.com/life/houston-belief/article/HPD-investigating-possible-hate-crime-at-mosque-1741329.php,
1145,35.492047,-97.503592,73105,OK,Oklahoma,2018,2018-02-16T00:00:00,Legislative Discrimination,"Oklahoma state Representative Chuck Strohm, who coordinates the House chaplain program, offers new guidelines maintainting that legislators should nominate only faith leaders from their own houses of worship. The guidelines come after Strohm denied the nomination of Imam Imad Enchassi, though it is not certain that there is a connection. There are currently no non-Christian members of the Oklahoma House.",public speech (political figures),male and female,http://www.enidnews.com/news/state/non-christian-denominations-could-be-shut-out-of-house-chaplain/article_01916164-0ab8-5572-9cc4-c89bec683e2f.html,
1146,36.633322,-79.942529,24112,VA,Virginia,2018,2018-02-16T00:00:00,Vandalism,"An unidentified suspect or suspects vandalize(s) the Martinsville-Henry County Islamic Center in Horsepasture, Virginia, throwing a rock through the glass on the building's front door.",crimes against property,male and female,http://www.martinsvillebulletin.com/news/henry-county-islamic-center-vandalized/article_0cb5a189-9301-53e4-9a9f-c1397693df95.html,
1147,32.772533,-117.131144,92108,CA,California,2018,2018-02-21T00:00:00,Public Campaign,"A chapter of the US Naval Academy Association hosts John Guandolo, a former FBI agent and current director of Understanding the Threat, in San Diego, California. Guandolo claims that there is a vast conspiracy among Muslims to infiltrate the United States and impose Islamic law.",public campaigns (targeting community),male and female,http://www.sandiegouniontribune.com/military/sd-me-guandolo-protest-20180221-story.html,
1148,40.870676,-74.420177,7054,NJ,New Jersey,2018,2018-02-20T00:00:00,Harassment,"Authorities arrest and charge Steven Laverty with bias intimidation and harassment after he allegedly taunted a man at Parsippany Exxonæin Parsippany, New Jersey. The victim, who is Sikh, reported that Laverty called him a Muslim terrorist and told him to go back to his own country.",crimes against people,male,https://www.dailyrecord.com/story/news/local/morris-county/2018/02/26/alleged-racial-taunts-parsippany-gas-station-lead-bias-charges/372235002/,
1149,38.885443,-77.005554,20003,DC,District of Columbia,2018,2018-03-03T00:00:00,National Political Speech,"A survey funded byæTrump Make American Great Again Committee, a Washington, D.C.-based partnership between Donald. J. Trump for President and the Republican National Committee, asks respondents whether they are concerned by the spread of shari'a law.æ",public speech (political figures),male and female,https://www.theguardian.com/us-news/2018/mar/03/trump-campaign-survey-sharia-law-russia-2020?,
1150,38.85349,-77.042914,22202,DC,District of Columbia,2009,2009-01-01T00:00:00,Airport Discrimination,"Atif Irfan and his family are removed from a flight in Washington, DC, after another passenger heard him ask his wife where the safest part of the plane was to sit at Ronald Reagan Washington National Airport. The family was not allowed back onto the flight and was forced to pay for another flight on a different airline.æIrfan has a beard and his wife wears a hijab.æ",bias-related incident (targeting individual or specific group),male and female,https://thelede.blogs.nytimes.com/2009/01/02/muslim-family-excluded-from-airtran-flight/,
1151,45.578082,-122.572079,97220,OR,Oregon,2012,2012-01-08T00:00:00,Airport Discrimination,"Mustafa Elogbi, a U.S citizen and longtime resident of Oregon, is kept from flying back to the United States by the Portland office of the FBI.æElogbi was visiting Libya to see his family, but was detained by authorities in the United Kingdom where he was questioned and kept in solitary confinement for two days. He was not allowed to continue home and was sent back to Tunisia.",bias-related incident (targeting individual or specific group),male,http://www.oregonlive.com/tigard/index.ssf/2012/02/islamic_group_asks_for_federal.html,
1152,28.481523,-82.542709,34609,FL,Florida,2009,2009-08-31T00:00:00,Harassment,"Heather Lawrence, a student in Fort Lauderdale, Florida, confronts a Muslim student in the hallway after they did not stand for the pledge of allegiance, saying, ""take that thing off your head and act like you're a proud American."" She said that she told the student to take off her hijab becauseæit made her look Middle Eastern, which made her the enemy. Lawrence received a five day suspension.æ",bias-related incident (targeting individual or specific group),female,"STUDENT TELLS MUSLIM GIRL TO STAND FOR PLEDGE. RIGHT OR WRONG? YOU DECIDE. South Florida Sun - Sentinel, Aug 31, 2009.",
1153,30.591847,-90.903785,70706,LA,Louisiana,2018,2018-02-27T00:00:00,Violent Incident,"Authorities arrest and chargeæChad Horsely ofæDenham Spring, Louisiana, with a hate crime andæcriminal damage to property after he drives his truck into a convenience store, threatens people with a gun, and steals an ATM. Horsely admitted to authorities that he targeted the business because it is owned by Muslims.",crimes against people,male and female,http://www.theadvocate.com/baton_rouge/news/crime_police/article_7dd3c71c-20de-11e8-bfcc-732b2f9414f5.html,
